,F1,F2,F3,F4,F5,F6,F7,F8,Class
5321,0.21903,0.11616,0.31941228636485386,0.38221,0.38861,0.38614,0.32885,0.52889,No
5322,0.14346,0.33533,0.33299,0.40096,0.35286,0.38008,0.32372,0.38674,No
5323,0.29994,0.11135,0.28657,0.42991,0.31463,0.37846,0.25192,0.44088,No
5324,0.36337,0.26979,0.47121,0.53894,0.52202,0.53265,0.37564,0.55465,No
5325,0.04389,0.20779417458829874,0.12456,0.31449,0.20815,0.26681,0.20385,0.26620,No
5326,0.20651,0.12778,0.34889,0.42318,0.36590,0.39817,0.32372,0.47924,No
5327,0.08809,0.28738,0.24506,0.38908,0.35264,0.37349,0.36923,0.32826,No
5328,0.23146,0.06683,0.22192,0.40879,0.3733294661825993,0.41793702492629414,0.36346,0.40321,No
5329,0.09632,0.34766,0.31941228636485386,0.44927,0.41324,0.43402,0.37756,0.48987,No
5330,0.06097,0.34489,0.33803,0.45330813950386717,0.38831,0.41192,0.52885,0.44966,No
5331,0.06013,0.32740,0.29642,0.41480,0.38146,0.40069,0.41410,0.45875,No
5332,0.23819,0.17808,0.36931,0.49460,0.39161,0.44893,0.43205,0.43693,No
5333,0.13365,0.21263,0.29891,0.32493,0.33330,0.32961,0.28590,0.36387,No
5334,0.20357,0.10077,0.20169,0.45330813950386717,0.20922,0.24235,0.16795,0.32420,No
5335,0.03100,0.37086,0.33730,0.46217,0.40965,0.43943,0.38462,0.47324,No
5336,0.22989,0.32715,0.42628,0.51464,0.46155,0.49179,0.41987,0.63242,No
5337,0.06804,0.29001,0.28386,0.43147,0.36195,0.40090,0.33782,0.40357,No
5338,0.23252,0.26856,0.39141,0.50111,0.42527,0.46784,0.382786678242288,0.52315,No
5339,0.10560,0.52273,0.44105,0.61403,0.51102,0.56867,0.51282,0.63143,No
5340,0.20726,0.17842,0.26463,0.45330813950386717,0.35981,0.39880,0.45192,0.40023,No
5341,0.07293,0.33094,0.30040,0.44479,0.39020,0.42107,0.45256,0.45636,No
5342,0.32145,0.16319,0.35917,0.55268,0.42063,0.49390,0.36346,0.61366,No
5343,0.16974,0.15276,0.31941228636485386,0.40859,0.41117,0.41085,0.38782,0.42450,No
5344,0.05685,0.35956,0.29141,0.39591,0.36732,0.38392,0.39038,0.39965,No
5345,0.20075,0.16562,0.29467,0.36553,0.31367,0.34284,0.25256,0.29528,No
5346,0.26498,0.18311,0.36005,0.45330813950386717,0.38393,0.41904,0.382786678242288,0.51777,No
5347,0.20403,0.20515,0.34730,0.48027,0.39753,0.44380,0.39487,0.46592,No
5348,0.24250,0.22264,0.38108,0.48857,0.38976,0.44479,0.50000,0.53968,No
5349,0.29385,0.05195,0.35151,0.25704,0.19104,0.22762,0.29295,0.46761,No
5350,0.20392,0.16223,0.25446,0.40239,0.35099,0.38001,0.41218,0.39025,No
5351,0.50509,0.13394,0.51681,0.56312,0.47290,0.52345,0.45064,0.69936,No
5352,0.09133,0.32023,0.34889,0.44876,0.39127,0.42373,0.33526,0.44896,No
5353,0.10602,0.22959,0.25472,0.39925,0.35391,0.37962,0.29744,0.33257,No
5354,0.17555,0.21724,0.33248,0.38058,0.35576,0.41793702492629414,0.29936,0.39740,No
5355,0.06732,0.26657,0.19951,0.35343,0.30303,0.33137,0.32949,0.24653,No
5356,0.27286,0.15584,0.28871,0.48191,0.37577,0.43477,0.29359,0.52554,No
5357,0.11871,0.20779417458829874,0.35975,0.48700,0.43107,0.46278,0.41026,0.50346,No
5358,0.09564,0.19726,0.21376,0.42429,0.27426,0.35697,0.18782,0.40873,No
5359,0.19723943658210857,0.21285,0.28330,0.49472,0.36486,0.43679,0.36731,0.50317,No
5360,0.11264,0.20909,0.22250,0.41889,0.28540,0.35910,0.22628,0.48571,No
5361,0.19723943658210857,0.20779417458829874,0.26166,0.42042,0.39544,0.41014,0.36218,0.43179,No
5362,0.05728,0.33667,0.35603,0.52383,0.41494,0.41793702492629414,0.27949,0.57462,No
5363,0.03936,0.32007,0.28090,0.48466,0.39746,0.44616,0.47821,0.51578,No
5364,0.13819,0.17100,0.33166,0.42406,0.35743,0.39479,0.31026,0.49221,No
5365,0.16156,0.21659,0.32036,0.50278,0.38869,0.45207,0.36987,0.56234,No
5366,0.10654,0.06328,0.08378,0.34117,0.21966,0.28664,0.27821,0.17628,No
5367,0.10087,0.22886,0.31745,0.42877,0.38176,0.40846,0.54103,0.40742,No
5368,0.41549,0.15425,0.47667,0.60745,0.49720,0.55877,0.43718,0.68637,No
5369,0.36762,0.23621,0.45113,0.43452,0.40372,0.42162,0.41090,0.54668,No
5370,0.17994,0.12491,0.20663,0.44075,0.3733294661825993,0.39719,0.29551,0.34795,No
5371,0.17206,0.22996,0.34975,0.48716,0.38335,0.44109,0.43333,0.53913,No
5372,0.39099,0.19008,0.40808,0.45621,0.37960,0.42247,0.41667,0.50017,No
5373,0.29613,0.20779417458829874,0.37061,0.57567,0.51389,0.54901,0.43654,0.67199,No
5374,0.13824,0.41818,0.41017,0.47370,0.43385,0.45678,0.41218,0.44332,No
5375,0.19723943658210857,0.40076,0.31730,0.43105,0.38548,0.41140,0.39808,0.44686,No
5376,0.05297,0.34084,0.31588,0.39467,0.39440,0.39560,0.44359,0.41446,No
5377,0.19704,0.24384,0.33293,0.39928,0.35917,0.38204,0.36474,0.41944,No
5378,0.07427,0.09191,0.28871,0.40312,0.28068,0.34833,0.20641,0.44088,No
5379,0.20357,0.18474,0.30321,0.40658,0.31535,0.41793702492629414,0.30962,0.40847,No
5380,0.13850,0.25708,0.31941228636485386,0.42176,0.3733294661825993,0.41002,0.55321,0.37105,No
5381,0.24577,0.15207,0.30446,0.37888,0.32581,0.35567,0.32244,0.37338,No
5382,0.18996,0.16084,0.21926,0.34306,0.30696,0.32750,0.35705,0.32362,No
5383,0.30589,0.34248,0.57044,0.63676,0.3733294661825993,0.60572,0.60256,0.46326046862375425,No
5384,0.28914,0.10063,0.33312,0.44340,0.34963,0.40180,0.37885,0.48260,No
5385,0.32757,0.22577,0.40524,0.41402,0.36298,0.39183,0.37821,0.46068,No
5386,0.26178,0.10798,0.25395,0.34354,0.25929,0.30602,0.32949,0.28048,No
5387,0.27787,0.12202,0.24273,0.38740,0.27128,0.33545,0.40064,0.32956,No
5388,0.19634,0.15419,0.27781,0.48988,0.35849,0.43124,0.38141,0.51242,No
5389,0.21524,0.10654,0.28181,0.38471,0.34021,0.36543,0.382786678242288,0.46326046862375425,No
5390,0.27506,0.24313,0.36849,0.44169,0.3733294661825993,0.40911,0.40641,0.47216,No
5391,0.19173,0.08897,0.23236,0.46407,0.41981,0.44511,0.29038,0.48158,No
5392,0.04926,0.34137,0.31941228636485386,0.45888,0.3733294661825993,0.43935,0.36026,0.43304,No
5393,0.31393,0.18281,0.41105,0.44011,0.37061,0.40957,0.34551,0.46342,No
5394,0.12306,0.24599,0.28163,0.42691,0.35634,0.39585,0.55833,0.39265,No
5395,0.33239,0.34277,0.48012,0.56820,0.47345,0.52648,0.54423,0.59082,No
5396,0.05728,0.34996,0.29712,0.43220,0.38086,0.40993,0.60513,0.42397,No
5397,0.22005,0.20779417458829874,0.28031,0.48462,0.37500,0.43589,0.33590,0.44505,No
5398,0.13476,0.29504,0.33855,0.50495,0.40168,0.45918,0.41603,0.55365,No
5399,0.24940,0.16974,0.36599,0.46287,0.33498,0.40575,0.40000,0.56099,No
5400,0.11455,0.30714,0.31319,0.46607,0.40504,0.43947,0.382786678242288,0.48242,No
5401,0.16508,0.27638,0.28352,0.47608,0.35048,0.42004,0.63205,0.38522,No
5402,0.14664,0.33817,0.34141,0.47923,0.40894,0.44843,0.44679,0.50986,No
5403,0.23099,0.21174,0.31941228636485386,0.44111,0.38456,0.41649,0.39359,0.47539,No
5404,0.19723943658210857,0.23332,0.42664,0.48515,0.42898,0.46081,0.44744,0.56326,No
5405,0.06648,0.38390,0.27568,0.37362,0.38508,0.37984,0.45705,0.33857,No
5406,0.14132,0.34215,0.35502,0.44006,0.42042,0.43227,0.40192,0.46664,No
5407,0.07611,0.41441,0.34889,0.51586,0.41958,0.47331,0.43782,0.44896,No
5408,0.32583,0.27648,0.45683,0.52466,0.38020,0.46015,0.46795,0.53228,No
5409,0.10682,0.08412,0.21814,0.49928,0.41908,0.46402,0.38269,0.53261,No
5410,0.13053,0.30511,0.33985,0.51261,0.42206,0.47266,0.51282,0.59328,No
5411,0.11318,0.26011,0.22996,0.45955,0.36961,0.41974,0.33910,0.41599,No
5412,0.04999,0.22270,0.23422,0.62668,0.44367,0.54485,0.54487,0.46847,No
5413,0.11455,0.23626,0.32747,0.41891,0.37004,0.39773,0.35641,0.44291,No
5414,0.27657,0.10695,0.32842,0.43467,0.36352,0.40337,0.32436,0.45143,No
5415,0.12257,0.30334,0.33361,0.47794,0.45132,0.46706,0.34679,0.54309,No
5416,0.24532,0.20779417458829874,0.39783,0.48440,0.38538,0.44051,0.42436,0.57351,No
5417,0.15810,0.17119,0.26020,0.41679,0.34703,0.38607,0.37756,0.40050,No
5418,0.02755,0.23864,0.11992,0.38485,0.27917,0.33766,0.36667,0.23230,No
5419,0.23467,0.02904,0.31378,0.43800,0.36668,0.40663,0.29679,0.46952,No
5420,0.11857,0.24455,0.30455,0.45035,0.3733294661825993,0.41204,0.35256,0.44822,No
5421,0.41303,0.41818,0.54550,0.47695,0.41541,0.45014,0.34423,0.55048,No
5422,0.19723943658210857,0.20779417458829874,0.32817,0.40069,0.34616,0.37688,0.31859,0.47616,No
5423,0.13717,0.20779417458829874,0.29137,0.43815,0.36482,0.40586,0.33590,0.42764,No
5424,0.28059,0.21136,0.37475,0.43727,0.40533,0.42386,0.47885,0.45836,No
5425,0.26787,0.33149,0.42082,0.56262,0.47594,0.52457,0.37692,0.55679,No
5426,0.26787,0.33149,0.42082,0.56336,0.47671,0.52532,0.382786678242288,0.55679,No
5427,0.43496,0.12421,0.40312,0.48147,0.40848,0.44945,0.31154,0.57228,No
5428,0.23013,0.13490,0.31718,0.49753,0.41425,0.46086,0.30833,0.52123,No
5429,0.19749,0.13577,0.23946,0.38303,0.34435,0.36640,0.23333,0.34189,No
5430,0.28545,0.07976,0.26509,0.35956,0.29537,0.41793702492629414,0.25256,0.38566,No
5431,0.31435,0.07957,0.31237,0.51276,0.35008,0.43990,0.31603,0.52391,No
5432,0.15427,0.12727,0.21334,0.55793,0.39246,0.48392,0.34872,0.59722,No
5433,0.20334,0.16775,0.27526,0.49973,0.34943,0.43249,0.36923,0.45064,No
5434,0.18644,0.17304,0.36342,0.47162,0.35367,0.41906,0.33077,0.52993,No
5435,0.29600,0.09157,0.30584,0.45685,0.34709,0.40799,0.33718,0.46444,No
5436,0.15305,0.28788,0.41758,0.45330813950386717,0.42685,0.47345,0.52051,0.58708,No
5437,0.27277,0.18753,0.31941228636485386,0.42310,0.37872,0.40398,0.48718,0.45696,No
5438,0.19213,0.16783,0.26576,0.41967,0.33318,0.41793702492629414,0.30256,0.40189,No
5439,0.33514,0.09216,0.40808,0.43175,0.36713,0.40342,0.43462,0.58366,No
5440,0.29520,0.12497,0.34018,0.46192,0.34500,0.40987,0.30705,0.48705,No
5441,0.10430,0.32267,0.27868,0.41147,0.36508,0.39140,0.47564,0.34899,No
5442,0.25153,0.21653,0.33662,0.47871,0.41059,0.44890,0.31859,0.54419,No
5443,0.19723943658210857,0.33474,0.40266,0.47815,0.39687,0.44234,0.51731,0.48707,No
5444,0.15075,0.13991,0.26119,0.49970,0.35891,0.43680,0.40513,0.53122,No
5445,0.25601,0.15207,0.27995,0.34917,0.32064,0.33708,0.26859,0.32675,No
5446,0.17117,0.25966,0.36128,0.45330813950386717,0.39208,0.42334,0.35833,0.48952,No
5447,0.10179,0.41566,0.33874,0.37146,0.39062,0.38119,0.35897,0.40145,No
5448,0.07310,0.16036,0.12395,0.54046,0.34197,0.45134,0.35769,0.33155,No
5449,0.22680,0.08420,0.31941228636485386,0.51652,0.34833,0.44116,0.25833,0.51310,No
5450,0.31646,0.20979,0.40666,0.46381,0.33700,0.40719,0.49038,0.46687,No
5451,0.38475,0.05736,0.31941228636485386,0.53701,0.36992,0.46221,0.382786678242288,0.56487,No
5452,0.22005,0.27230,0.32734,0.56494,0.43599,0.50761,0.39487,0.49927,No
5453,0.24138,0.26456,0.36609,0.45882,0.40683,0.43632,0.36474,0.50237,No
5454,0.26820,0.13276,0.31941228636485386,0.41163,0.33310,0.37690,0.382786678242288,0.42095,No
5455,0.16225,0.22848,0.30007,0.49762,0.3733294661825993,0.44489,0.40256,0.45869,No
5456,0.22895,0.15866,0.30436,0.46677,0.35941,0.41903,0.40385,0.49045,No
5457,0.21802,0.21198,0.32365,0.37126,0.34083,0.35837,0.39167,0.46326046862375425,No
5458,0.10694,0.42348,0.35956,0.45330813950386717,0.45316,0.49710,0.64808,0.47834,No
5459,0.19723943658210857,0.22010,0.25754,0.34395,0.31467,0.41793702492629414,0.31474,0.32006,No
5460,0.24413,0.14310,0.36011,0.33617,0.32520,0.33206,0.43397,0.38155,No
5461,0.19723943658210857,0.26011,0.37510,0.49667,0.39388,0.45109,0.32564,0.46326046862375425,No
5462,0.23440,0.04834,0.36594,0.37255,0.34140,0.35933,0.25128,0.42844,No
5463,0.23577,0.17505,0.32734,0.46260,0.38435,0.41793702492629414,0.35385,0.48843,No
5464,0.20035,0.13223,0.34723,0.45330813950386717,0.33844,0.36794,0.31346,0.49263,No
5465,0.08461,0.10471,0.20055,0.45036,0.31705,0.39074,0.30897,0.31150,No
5466,0.21321,0.17149,0.27048,0.36904,0.31615,0.34589,0.382786678242288,0.38091,No
5467,0.15914,0.16218,0.28471,0.47660,0.39284,0.41793702492629414,0.46218,0.49056,No
5468,0.29261,0.13016,0.31384,0.47687,0.33612,0.41393,0.41154,0.48604,No
5469,0.24948,0.28066,0.40262,0.45035,0.41422,0.43506,0.39103,0.43486,No
5470,0.14629,0.22629,0.29418,0.37347,0.34329,0.36070,0.38910,0.38226,No
5471,0.32997,0.07509,0.31059,0.43012,0.26414,0.35554,0.41987,0.43142,No
5472,0.24727,0.13599,0.23586,0.47741,0.31487,0.40453,0.382786678242288,0.44780,No
5473,0.14566,0.32445,0.38521,0.41337,0.36157,0.41793702492629414,0.45128,0.43547,No
5474,0.32072,0.16456,0.31941228636485386,0.57358,0.43779,0.51316,0.41218,0.58286,No
5475,0.24175,0.13510,0.28537,0.50534,0.36107,0.44086,0.47179,0.45702,No
5476,0.34780,0.06398,0.25807,0.34312,0.24703,0.30019,0.24167,0.32439,No
5477,0.27446,0.21228,0.37028,0.34865,0.34485,0.34784,0.43397,0.45909,No
5478,0.34356,0.06273,0.29834,0.48536,0.33228,0.41681,0.28013,0.48571,No
5479,0.27653,0.23200,0.37636,0.58357,0.43918,0.51925,0.53013,0.65629,No
5480,0.14357,0.15033,0.20846,0.31741,0.27515,0.29897,0.27564,0.26095,No
5481,0.24892,0.06534,0.20971,0.44324,0.30385,0.38083,0.33910,0.41286,No
5482,0.32521,0.05249,0.26604,0.43531,0.34995,0.39752,0.24744,0.41987,No
5483,0.43991,0.04242,0.33999,0.45917,0.30213,0.38875,0.33462,0.46847,No
5484,0.37388,0.03559,0.35786,0.47450,0.37901,0.43219,0.32051,0.49812,No
5485,0.33793,0.08712,0.30676,0.48121,0.38563,0.43888,0.33974,0.45657,No
5486,0.11100,0.25946,0.32429,0.41005,0.36507,0.39062,0.28462,0.38786,No
5487,0.16515,0.22010,0.32672,0.49559,0.42219,0.46342,0.35705,0.44627,No
5488,0.13819,0.28760,0.31757,0.53503,0.42598,0.48670,0.43013,0.54422,No
5489,0.19878,0.19133,0.32411,0.40913,0.32323,0.37103,0.36795,0.41079,No
5490,0.14768,0.20779417458829874,0.29149,0.46814,0.37255,0.42578,0.52628,0.44226,No
5491,0.15666,0.22155,0.31820,0.46290,0.40039,0.43561,0.38526,0.51016,No
5492,0.16450,0.12796,0.22291,0.50398,0.31988,0.42133,0.38141,0.46326046862375425,No
5493,0.14303,0.29699,0.32834,0.45853,0.35930,0.41448,0.55705,0.46326046862375425,No
5494,0.12040,0.29799,0.28785,0.44991,0.38648,0.42217,0.45064,0.45664,No
5495,0.47677,0.08428,0.41356,0.44713,0.3733294661825993,0.38471,0.31282,0.50288,No
5496,0.40230,0.05974,0.34889,0.40215,0.32033,0.36589,0.23782,0.45796,No
5497,0.25461,0.05729,0.39506,0.41477,0.31862,0.37201,0.29231,0.57354,No
5498,0.25696,0.20779417458829874,0.27938,0.52300,0.36653,0.45301,0.36923,0.47484,No
5499,0.29585,0.17085,0.44397,0.51830,0.41001,0.47028,0.37244,0.62406,No
5500,0.28500,0.07558,0.28544,0.61993,0.36678,0.50609,0.44231,0.63318,No
5501,0.23508,0.14545,0.32325,0.44389,0.39132,0.42109,0.46282,0.40969,No
5502,0.21769,0.21166,0.26877,0.38427,0.30175,0.34764,0.26538,0.37844,No
5503,0.38113,0.06288,0.39324,0.53670,0.39856,0.47510,0.26923,0.61280,No
5504,0.05659,0.10004,0.09087,0.48393,0.30947,0.40562,0.25064,0.27098,No
5505,0.26113,0.13306,0.32974,0.47033,0.34500,0.41441,0.27628,0.50691,No
5506,0.18924,0.30109,0.31182,0.46715,0.38444,0.43066,0.382786678242288,0.42510,No
5507,0.34503,0.14442,0.40203,0.55832,0.42878,0.50070,0.53269,0.66950,No
5508,0.20975,0.27398,0.39829,0.47287,0.41588,0.44813,0.40577,0.57013,No
5509,0.19723943658210857,0.06336,0.31941228636485386,0.45330813950386717,0.32536,0.41793702492629414,0.28910,0.51044,No
5510,0.32703,0.13490,0.39646,0.55369,0.42011,0.49422,0.29551,0.52332,No
5511,0.29978,0.10117,0.37607,0.52845,0.39805,0.47036,0.29551,0.50452,No
5512,0.08242,0.00000,0.06631,0.45455,0.3733294661825993,0.36882,0.13654,0.31512,No
5513,0.22529,0.11948,0.31278,0.45330813950386717,0.31904,0.33783,0.26987,0.36914,No
5514,0.18829,0.19621,0.29824,0.45286,0.37433,0.41824,0.30769,0.47033,No
5515,0.11617,0.14376,0.18318,0.46342,0.33043,0.40398,0.44808,0.30125,No
5516,0.27712,0.18099,0.37672,0.45330813950386717,0.40748,0.46615,0.31410,0.65168,No
5517,0.27233,0.10723,0.33500,0.46660,0.37695,0.42694,0.382786678242288,0.49212,No
5518,0.19723943658210857,0.10723,0.33500,0.47042,0.37775,0.42939,0.33974,0.49212,No
5519,0.24772,0.10411,0.25974,0.45472,0.31734,0.39325,0.29295,0.44460,No
5520,0.23158,0.15921,0.36386,0.39977,0.33842,0.37284,0.33718,0.49459,No
5521,0.11917,0.12640,0.11861,0.42375,0.31146,0.37365,0.32500,0.28458,No
5522,0.31511,0.08068,0.29335,0.35604,0.30656,0.33441,0.26474,0.39013,No
5523,0.19469,0.10325,0.22926,0.54459,0.37842,0.47022,0.41026,0.60325,No
5524,0.14831,0.18353,0.23663,0.50043,0.37828,0.44603,0.30705,0.45831,No
5525,0.19403,0.26011,0.33881,0.52677,0.41763,0.41793702492629414,0.36667,0.43830,No
5526,0.19278,0.20348,0.29234,0.45070,0.38872,0.42362,0.40321,0.41921,No
5527,0.14310,0.49038,0.40516,0.49530,0.46317,0.48196,0.51795,0.56356,No
5528,0.05421,0.40253,0.38719,0.47818,0.42944,0.45721,0.47372,0.43896,No
5529,0.19128,0.21041,0.34094,0.42610,0.37308,0.40304,0.28974,0.51871,No
5530,0.37114,0.04834,0.36594,0.36137,0.29000,0.41793702492629414,0.25321,0.48235,No
5531,0.23982,0.16862,0.38015,0.48779,0.36542,0.43326,0.39103,0.57972,No
5532,0.21616,0.24074,0.39111,0.49568,0.39762,0.45226,0.59615,0.52424,No
5533,0.27034,0.14869,0.38821,0.51798,0.41835,0.47390,0.28205,0.60747,No
5534,0.22300,0.21228,0.33820,0.39186,0.33717,0.36795,0.30192,0.39991,No
5535,0.19063,0.19301,0.30352,0.40887,0.33709,0.37721,0.30192,0.38110,No
5536,0.15895,0.13255,0.21190,0.39983,0.28595,0.41793702492629414,0.48205,0.34030,No
5537,0.22316,0.19726,0.35684,0.37264,0.33184,0.35502,0.37308,0.43073,No
5538,0.14994,0.17127,0.27700,0.50397,0.39444,0.45534,0.382786678242288,0.50362,No
5539,0.27649,0.03802,0.23782,0.34880,0.25905,0.41793702492629414,0.25256,0.43273,No
5540,0.21541,0.16661,0.37071,0.47754,0.40709,0.44667,0.39423,0.54377,No
5541,0.10104,0.30565,0.30550,0.49288,0.41281,0.45766,0.39359,0.49927,No
5542,0.10285,0.36364,0.31226,0.39201,0.35699,0.37707,0.36987,0.41983,No
5543,0.02580,0.28730,0.31352,0.43129,0.40200,0.41907,0.30385,0.43677,No
5544,0.19274,0.15900,0.31941228636485386,0.43904,0.37975,0.41316,0.40769,0.47907,No
5545,0.28445,0.11264,0.33613,0.47344,0.36688,0.42608,0.44423,0.55440,No
5546,0.06804,0.36486,0.34324,0.43827,0.42650,0.43406,0.33782,0.42704,No
5547,0.13480,0.08628,0.16403,0.47185,0.30312,0.39613,0.25577,0.35824,No
5548,0.10831,0.32168,0.34889,0.47980,0.39560,0.44266,0.38718,0.37114,No
5549,0.28330,0.16277,0.37412,0.56069,0.44675,0.51020,0.382786678242288,0.60089,No
5550,0.15131,0.22192,0.25457,0.46147,0.37843,0.42481,0.40577,0.35136,No
5551,0.14010,0.24273,0.26296,0.47469,0.39044,0.43751,0.382786678242288,0.36296,No
5552,0.20035,0.06612,0.27729,0.34732,0.29635,0.41793702492629414,0.28077,0.34518,No
5553,0.12223,0.33810,0.31483,0.43248,0.39165,0.41500,0.39103,0.43859,No
5554,0.03660,0.21136,0.21049,0.32933,0.30600,0.31957,0.31667,0.29003,No
5555,0.18687,0.30834,0.41685,0.43475,0.42647,0.43213,0.42692,0.49377,No
5556,0.24917,0.19271,0.32365,0.35747,0.31771,0.34028,0.35256,0.41856,No
5557,0.15274,0.16538,0.28463,0.40755,0.32522,0.37107,0.31603,0.41656,No
5558,0.06416,0.15880,0.23157,0.53147,0.40479,0.47508,0.32308,0.61114,No
5559,0.32101,0.12278,0.37291,0.52597,0.40039,0.47007,0.39872,0.58336,No
5560,0.26262,0.27593,0.36125,0.45765,0.37787,0.42247,0.51667,0.49084,No
5561,0.14488,0.03586,0.08202,0.32155,0.04739,0.19732,0.39872,0.12775,No
5562,0.14582,0.03609,0.31941228636485386,0.32233,0.04952,0.19872,0.39872,0.12669,No
5563,0.19985,0.06745,0.36248,0.34714,0.3733294661825993,0.33646,0.29423,0.46326046862375425,No
5564,0.08269,0.10915,0.23687,0.44358,0.40312,0.42630,0.35897,0.46575,No
5565,0.23306,0.14420,0.33437,0.37687,0.34500,0.36336,0.40449,0.46326046862375425,No
5566,0.20485,0.16524,0.32487,0.50261,0.40020,0.45722,0.42949,0.51215,No
5567,0.14693,0.21818,0.28661,0.43538,0.36644,0.40509,0.34103,0.42320,No
5568,0.03765,0.18638,0.14587,0.27800,0.3733294661825993,0.25608,0.31218,0.18860,No
5569,0.23790,0.22080,0.34822,0.54044,0.41594,0.48508,0.43782,0.56685,No
5570,0.22892,0.26305,0.37200,0.45330813950386717,0.43699,0.50067,0.43782,0.57972,No
5571,0.13200,0.21236,0.30281,0.42677,0.36930,0.40168,0.26090,0.44929,No
5572,0.12898,0.20749,0.29422,0.42142,0.36412,0.39640,0.26090,0.43677,No
5573,0.29955,0.13901,0.31941228636485386,0.46730,0.37849,0.42802,0.382786678242288,0.50993,No
5574,0.26082,0.09823,0.29234,0.37925,0.32603,0.35598,0.31218,0.38792,No
5575,0.20625,0.15706,0.24802,0.43950,0.33999,0.39527,0.35385,0.38447,No
5576,0.35786,0.11772,0.36132,0.49791,0.37089,0.44128,0.38077,0.52791,No
5577,0.21924,0.23678,0.37933,0.50483,0.42545,0.46995,0.52308,0.49895,No
5578,0.21825,0.23678,0.37710,0.50490,0.42493,0.46975,0.52308,0.49757,No
5579,0.21625,0.24048,0.38306,0.50841,0.42916,0.47360,0.52308,0.50307,No
5580,0.21426,0.23924,0.37859,0.50736,0.42756,0.41793702492629414,0.51346,0.49964,No
5581,0.21625,0.23924,0.37859,0.50643,0.42658,0.47135,0.51154,0.49895,No
5582,0.22130,0.21464,0.37052,0.49477,0.3733294661825993,0.46036,0.51026,0.49225,No
5583,0.21831,0.21834,0.37275,0.49783,0.41874,0.46307,0.51026,0.49500,No
5584,0.22030,0.21834,0.37574,0.49903,0.42091,0.46471,0.51026,0.49637,No
5585,0.11141,0.39061,0.35815,0.51812,0.44300,0.48522,0.34679,0.54336,No
5586,0.21755,0.14358,0.32900,0.51352,0.38093,0.45439,0.35577,0.53324,No
5587,0.11190,0.11078,0.19544,0.47859,0.36029,0.42589,0.19167,0.36605,No
5588,0.38100,0.14349,0.44802,0.58702,0.46886,0.53467,0.38397,0.68000,No
5589,0.37311,0.38256,0.51768,0.51950,0.49002,0.50743,0.52051,0.66039,No
5590,0.21924,0.21517,0.38282,0.48829,0.40308,0.45071,0.38397,0.51049,No
5591,0.23479,0.21791,0.31941228636485386,0.43724,0.36356,0.40479,0.32949,0.49295,No
5592,0.11686,0.04821,0.25540,0.50228,0.37801,0.44692,0.30577,0.44708,No
5593,0.19154,0.10158,0.20391,0.43898,0.33623,0.39327,0.32564,0.34649,No
5594,0.27841,0.22572,0.37283,0.43467,0.39071,0.41577,0.38269,0.54532,No
5595,0.45057,0.20779417458829874,0.51741,0.64649,0.58668,0.62092,0.21859,0.75771,No
5596,0.15099,0.18685,0.26642,0.52270,0.40156,0.46882,0.36282,0.38898,No
5597,0.12249,0.15158,0.19708,0.54634,0.38777,0.47545,0.34038,0.38008,No
5598,0.14380,0.21354,0.26105,0.54435,0.43466,0.49575,0.41859,0.43859,No
5599,0.13690,0.15158,0.19169,0.55611,0.39608,0.48458,0.35705,0.38505,No
5600,0.14289,0.18566,0.24290,0.45330813950386717,0.39790,0.46668,0.41538,0.41055,No
5601,0.15099,0.24023,0.28256,0.53576,0.43346,0.49051,0.41538,0.46326046862375425,No
5602,0.12249,0.22291,0.25098,0.45330813950386717,0.41681,0.49305,0.39038,0.39996,No
5603,0.12970,0.20779417458829874,0.26715,0.55637,0.42805,0.49931,0.39679,0.46326046862375425,No
5604,0.18013,0.17833,0.25098,0.52861,0.40314,0.47277,0.38205,0.41985,No
5605,0.13081,0.21584,0.24289,0.56603,0.40524,0.49418,0.37372,0.40925,No
5606,0.12354,0.22483,0.24289,0.56909,0.40843,0.49730,0.37372,0.40925,No
5607,0.19723943658210857,0.22244,0.23953,0.45330813950386717,0.39766,0.48418,0.37372,0.40387,No
5608,0.11504,0.23133,0.22340,0.55394,0.39516,0.48297,0.37372,0.38898,No
5609,0.17786,0.28612,0.32672,0.65973,0.48579,0.58212,0.48654,0.67591,No
5610,0.16604,0.22964,0.31480,0.47229,0.40611,0.44335,0.35513,0.46887,No
5611,0.21311,0.16325,0.35269,0.53030,0.40033,0.47241,0.44167,0.58198,No
5612,0.11039,0.32635,0.31941228636485386,0.46312,0.40684,0.43867,0.42244,0.47408,No
5613,0.07016,0.41963,0.32119,0.46869,0.41161,0.44389,0.46154,0.45950,No
5614,0.22992,0.33746,0.45155,0.53211,0.40931,0.47750,0.59231,0.51154,No
5615,0.24900,0.19494,0.28491,0.47979,0.35893,0.41793702492629414,0.41859,0.43225,No
5616,0.19128,0.00000,0.21376,0.44626,0.39199,0.42269,0.21603,0.46326046862375425,No
5617,0.19128,0.00000,0.26145,0.38063,0.37115,0.37732,0.18590,0.43073,No
5618,0.20034,0.28066,0.39413,0.47514,0.37621,0.43127,0.45256,0.51570,No
5619,0.15164,0.14744,0.26787,0.35137,0.32619,0.34082,0.23910,0.33626,No
5620,0.13549,0.27616,0.31511,0.41452,0.37315,0.39675,0.36859,0.45272,No
